NM_MUN,date,precipitation,SIGLA_UF,Lat,Long
Caraguatatuba,2023-07-11,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-10,"34,12514877",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-09,"23,20895386",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-08,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-07,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-06,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-05,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-04,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-03,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-02,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-07-01,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-30,"7,400300503",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-29,"6,59736681",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-28,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-27,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-26,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-24,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-23,"13,43008518",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-22,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-19,"15,40797997",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-18,"14,7884407",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-17,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-16,"105,0704117",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-15,"73,61042786",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-14,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-13,"6,416725159",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-12,"5,37535429",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-11,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-10,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-09,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-08,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-07,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-06,"14,08190918",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-05,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-04,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-03,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-02,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-06-01,"11,2903471",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-31,"77,93247986",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-30,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-29,"51,95498276",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-28,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-27,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-26,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-24,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-23,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-22,"8,768246651",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-19,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-18,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-17,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-16,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-15,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-14,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-13,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-12,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-11,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-10,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-09,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-08,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-07,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-06,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-05,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-04,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-03,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-02,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-05-01,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-30,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-29,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-28,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-27,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-26,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-24,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-23,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-22,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-19,"59,29265213",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-18,"63,40197754",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-17,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-16,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-15,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-14,"48,96372986",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-13,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-12,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-11,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-10,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-09,"39,75114822",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-08,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-07,"42,04684448",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-06,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-05,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-04,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-03,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-02,"20,67694855",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-04-01,"16,29451561",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-31,"20,30235291",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-30,"24,2435379",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-29,"25,27541924",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-28,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-27,"26,22493935",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-26,"10,45261955",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-24,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-23,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-22,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-19,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-18,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-17,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-16,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-15,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-14,"11,93318272",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-13,"32,17069626",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-12,"30,73373413",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-11,"24,90243721",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-10,"39,62139893",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-09,"13,83670044",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-08,"10,31318188",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-07,"14,4660902",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-06,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-05,"10,85509014",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-04,"22,69742584",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-03,"19,3599968",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-02,"6,254827499",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-03-01,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-28,"36,96844482",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-27,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-26,"8,141602516",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-25,"42,32136536",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-24,"24,21706009",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-23,"43,8131218",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-22,"42,74107361",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-21,"21,9065609",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-19,"97,41605377",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-18,"36,48421478",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-17,"24,35401344",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-16,"35,65416718",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-15,"46,79173279",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-14,"23,44516945",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-13,"25,55403328",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-12,"48,26835632",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-11,"46,79173279",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-10,"20,88968468",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-09,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-08,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-07,"31,21988297",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-06,"57,40779495",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-05,"15,66706753",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-04,"14,70552158",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-03,"31,33413506",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-02,"25,60055542",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-02-01,"65,21716309",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-31,"43,86815262",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-30,"19,39880753",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-29,"14,24036407",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-28,"22,61312866",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-27,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-26,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-24,"17,5469017",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-23,"37,97993088",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-22,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-19,"16,12102318",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-18,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-17,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-16,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-15,"34,62990952",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-14,"21,88061523",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-13,"42,84888077",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-12,"14,8164072",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-11,"16,08392143",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-10,"23,29442024",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-09,"43,88341904",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-08,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-07,"14,94325542",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-06,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-05,"5,775555134",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-04,"22,22723007",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-03,"24,30990028",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-02,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2023-01-01,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-31,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-30,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-29,"41,97651291",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-28,"74,28780365",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-27,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-26,"46,15896988",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-24,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-23,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-22,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-19,"21,18893242",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-18,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-17,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-16,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-15,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-14,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-13,"28,35868263",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-12,"39,29535294",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-11,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-10,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-09,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-08,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-07,"17,38980484",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-06,"40,71683502",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-05,"14,83940315",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-04,"55,47587967",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-03,"55,47587967",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-02,"21,2191906",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-12-01,"12,87537193",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-30,"19,7507534",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-29,"29,60420609",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-28,"37,55639648",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-27,"12,96626091",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-26,"17,88996506",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-24,"90,21855164",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-23,"55,69797897",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-22,"23,18999481",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-19,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-18,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-17,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-16,"19,6535244",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-15,"35,93968201",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-14,"41,42803192",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-13,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-12,"9,296610832",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-11,"45,74834824",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-10,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-09,"18,00398636",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-08,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-07,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-06,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-05,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-04,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-03,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-02,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-11-01,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-31,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-30,"39,94001007",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-29,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-28,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-27,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-26,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-24,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-23,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-22,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-21,"19,99095535",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-19,"24,88445663",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-18,"26,29720306",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-17,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-16,"22,48225403",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-15,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-14,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-13,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-12,"10,89312172",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-11,"17,50299072",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-10,"21,13191605",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-09,"45,79912949",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-08,"24,7613945",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-07,"40,71570206",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-06,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-05,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-04,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-03,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-02,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-10-01,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-30,"7,351314545",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-29,"52,3744812",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-28,"60,43152237",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-27,"0,6415646672",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-26,"2,045141697",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-24,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-23,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-22,"35,52679062",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-20,"27,04879379",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-19,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-18,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-17,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-16,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-15,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-14,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-13,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-12,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-11,"20,91602516",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-10,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-09,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-08,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-07,"25,11953735",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-06,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-05,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-04,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-03,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-02,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-09-01,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-31,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-30,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-29,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-28,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-27,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-26,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-24,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-23,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-22,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-19,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-18,"89,31053162",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-17,"16,28153992",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-16,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-15,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-14,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-13,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-12,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-11,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-10,"8,707196236",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-09,"39,20669174",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-08,"29,03372574",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-07,"28,53190613",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-06,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-05,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-04,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-03,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-02,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-08-01,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-31,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-30,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-29,"52,53135681",SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-28,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-27,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-26,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-25,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-24,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-23,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-22,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-21,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-20,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-19,0,SP,"-23,63965762","-45,4881034"
Caraguatatuba,2022-07-18,0,SP,"-23,63965762","-45,4881034"
